episode,mask,o,c,e,a,n,norm
63,mask_home,-0.01010,-0.29457,0.47999,0.13628,-0.11339,0.59050
63,mask_conference,0.50000,0.49994,0.38906,-0.21691,-0.42187,0.93613
64,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
64,mask_work,-0.00467,0.50000,-0.50000,-0.30573,0.05251,0.77217
64,mask_home,-0.01155,-0.29761,0.48634,0.14006,-0.11411,0.59822
64,mask_conference,0.50000,0.49967,0.39671,-0.21739,-0.42816,0.94214
65,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
65,mask_work,-0.00438,0.50000,-0.50000,-0.30946,0.05385,0.77375
65,mask_home,-0.01015,-0.30004,0.49463,0.14128,-0.11722,0.60703
65,mask_conference,0.50000,0.49994,0.40489,-0.21700,-0.43449,0.94854
66,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
66,mask_work,-0.00326,0.50000,-0.50000,-0.31315,0.05528,0.77533
66,mask_home,-0.00832,-0.30147,0.50000,0.14274,-0.12062,0.61309
66,mask_conference,0.50000,0.49968,0.41223,-0.21663,-0.44047,0.95423
67,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
67,mask_work,-0.00279,0.50000,-0.50000,-0.31701,0.05679,0.77700
67,mask_home,-0.00686,-0.30445,0.49988,0.14359,-0.12368,0.61525
67,mask_conference,0.50000,0.49970,0.41845,-0.21763,-0.44648,0.95995
68,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
68,mask_work,-0.00357,0.50000,-0.50000,-0.32097,0.05829,0.77874
68,mask_home,-0.00509,-0.30886,0.50000,0.14341,-0.12709,0.61817
68,mask_conference,0.50000,0.49973,0.42503,-0.21833,-0.45259,0.96586
69,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
69,mask_work,-0.00279,0.50000,-0.50000,-0.32469,0.05980,0.78039
69,mask_home,-0.00402,-0.31190,0.50000,0.14512,-0.12984,0.62066
69,mask_conference,0.50000,0.50000,0.43208,-0.21915,-0.45878,0.97222
70,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
70,mask_work,-0.00186,0.50000,-0.50000,-0.32829,0.06132,0.78201
70,mask_home,-0.00316,-0.31403,0.50000,0.14663,-0.13246,0.62263
70,mask_conference,0.50000,0.49971,0.43975,-0.22104,-0.46550,0.97910
71,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
71,mask_work,-0.00044,0.50000,-0.50000,-0.33167,0.06275,0.78354
71,mask_home,-0.00227,-0.31852,0.50000,0.14636,-0.13509,0.62540
71,mask_conference,0.50000,0.49970,0.44629,-0.22087,-0.47122,0.98474
72,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
72,mask_work,-0.00021,0.50000,-0.50000,-0.33535,0.06432,0.78524
72,mask_home,-0.00099,-0.32210,0.50000,0.14691,-0.13811,0.62802
72,mask_conference,0.50000,0.49836,0.45413,-0.22351,-0.47830,0.99163
73,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
73,mask_work,0.00055,0.50000,-0.50000,-0.33897,0.06595,0.78693
73,mask_home,-0.00022,-0.32608,0.49989,0.14857,-0.14040,0.63088
73,mask_conference,0.50000,0.50000,0.45990,-0.22416,-0.48441,0.99820
74,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74,mask_work,0.00220,0.50000,-0.50000,-0.34240,0.06757,0.78855
74,mask_home,0.00070,-0.32746,0.50000,0.15009,-0.14321,0.63266
74,mask_conference,0.50000,0.49971,0.46771,-0.22421,-0.49070,1.00475
75,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
