episode,mask,o,c,e,a,n,norm
60,mask_conference,-0.12296,0.08684,-0.20713,-0.33933,-0.46209,0.62788
61,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
61,mask_work,-0.42824,0.01718,-0.47671,-0.49691,-0.31848,0.87137
61,mask_home,-0.27753,-0.33659,-0.18750,-0.49337,-0.39765,0.79184
61,mask_conference,-0.12388,0.08568,-0.20825,-0.34113,-0.46175,0.62899
62,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
62,mask_work,-0.42527,0.01734,-0.47466,-0.49716,-0.32002,0.86950
62,mask_home,-0.27958,-0.33600,-0.19000,-0.49390,-0.39687,0.79285
62,mask_conference,-0.12469,0.08451,-0.20925,-0.34283,-0.46144,0.63003
63,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
63,mask_work,-0.42254,0.01747,-0.47277,-0.49738,-0.32143,0.86780
63,mask_home,-0.28165,-0.33539,-0.19257,-0.49439,-0.39604,0.79383
63,mask_conference,-0.12532,0.08318,-0.21007,-0.34446,-0.46119,0.63095
64,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
64,mask_work,-0.41995,0.01762,-0.47101,-0.49759,-0.32275,0.86619
64,mask_home,-0.28369,-0.33471,-0.19508,-0.49484,-0.39521,0.79474
64,mask_conference,-0.12583,0.08183,-0.21076,-0.34599,-0.46099,0.63180
65,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
65,mask_work,-0.41751,0.01778,-0.46937,-0.49779,-0.32398,0.86469
65,mask_home,-0.28570,-0.33412,-0.19763,-0.49525,-0.39438,0.79569
65,mask_conference,-0.12617,0.08045,-0.21125,-0.34737,-0.46086,0.63251
66,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
66,mask_work,-0.41516,0.01792,-0.46782,-0.49796,-0.32511,0.86325
66,mask_home,-0.28765,-0.33355,-0.20010,-0.49563,-0.39356,0.79660
66,mask_conference,-0.12647,0.07901,-0.21166,-0.34871,-0.46076,0.63319
67,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
67,mask_work,-0.41299,0.01803,-0.46641,-0.49813,-0.32615,0.86193
67,mask_home,-0.28942,-0.33302,-0.20232,-0.49598,-0.39281,0.79743
67,mask_conference,-0.12667,0.07759,-0.21198,-0.34995,-0.46069,0.63380
68,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
68,mask_work,-0.41098,0.01818,-0.46511,-0.49828,-0.32712,0.86073
68,mask_home,-0.29102,-0.33244,-0.20432,-0.49630,-0.39215,0.79816
68,mask_conference,-0.12683,0.07613,-0.21220,-0.35112,-0.46066,0.63435
69,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
69,mask_work,-0.40910,0.01833,-0.46393,-0.49841,-0.32802,0.85962
69,mask_home,-0.29254,-0.33180,-0.20618,-0.49660,-0.39153,0.79880
69,mask_conference,-0.12692,0.07480,-0.21238,-0.35218,-0.46064,0.63484
70,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
70,mask_work,-0.40731,0.01848,-0.46282,-0.49854,-0.32887,0.85857
70,mask_home,-0.29390,-0.33128,-0.20784,-0.49687,-0.39095,0.79940
70,mask_conference,-0.12706,0.07359,-0.21262,-0.35320,-0.46056,0.63532
71,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
71,mask_work,-0.40567,0.01863,-0.46184,-0.49866,-0.32964,0.85763
71,mask_home,-0.29523,-0.33080,-0.20946,-0.49712,-0.39037,0.79999
71,mask_conference,-0.12717,0.07224,-0.21279,-0.35426,-0.46050,0.63579
72,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
72,mask_work,-0.40416,0.01882,-0.46094,-0.49876,-0.33036,0.85678
72,mask_home,-0.29648,-0.33047,-0.21099,-0.49735,-0.38980,0.80058
72,mask_conference,-0.12739,0.07087,-0.21309,-0.35542,-0.46040,0.63635
73,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
73,mask_work,-0.40268,0.01905,-0.46008,-0.49886,-0.33106,0.85595
73,mask_home,-0.29766,-0.33014,-0.21245,-0.49756,-0.38926,0.80114
73,mask_conference,-0.12753,0.06958,-0.21329,-0.35646,-0.46033,0.63684
74,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74,mask_work,-0.40132,0.01925,-0.45931,-0.49895,-0.33170,0.85520
74,mask_home,-0.29874,-0.32989,-0.21380,-0.49776,-0.38876,0.80167
74,mask_conference,-0.12778,0.06841,-0.21366,-0.35755,-0.46021,0.63742
75,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75,mask_work,-0.40003,0.01948,-0.45859,-0.49904,-0.33232,0.85451
75,mask_home,-0.29989,-0.32966,-0.21521,-0.49794,-0.38821,0.80223
75,mask_conference,-0.12813,0.06715,-0.21406,-0.35873,-0.46007,0.63804
76,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
76,mask_work,-0.39881,0.01973,-0.45791,-0.49912,-0.33290,0.85385
76,mask_home,-0.30098,-0.32942,-0.21659,-0.49810,-0.38769,0.80276
76,mask_conference,-0.12843,0.06591,-0.21449,-0.35992,-0.45993,0.63869
77,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
77,mask_work,-0.39769,0.01992,-0.45729,-0.49919,-0.33343,0.85325
77,mask_home,-0.30204,-0.32922,-0.21795,-0.49825,-0.38718,0.80329
77,mask_conference,-0.12859,0.06458,-0.21477,-0.36103,-0.45986,0.63925
78,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
78,mask_work,-0.39657,0.02013,-0.45672,-0.49925,-0.33393,0.85266
78,mask_home,-0.30303,-0.32899,-0.21919,-0.49839,-0.38669,0.80376
78,mask_conference,-0.12870,0.06326,-0.21489,-0.36201,-0.45983,0.63971
79,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
79,mask_work,-0.39550,0.02032,-0.45617,-0.49931,-0.33440,0.85209
79,mask_home,-0.30388,-0.32879,-0.22021,-0.49852,-0.38627,0.80416
79,mask_conference,-0.12881,0.06192,-0.21498,-0.36295,-0.45980,0.64015
80,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
80,mask_work,-0.39447,0.02053,-0.45566,-0.49937,-0.33484,0.85155
80,mask_home,-0.30477,-0.32857,-0.22130,-0.49864,-0.38582,0.80456
80,mask_conference,-0.12884,0.06055,-0.21501,-0.36388,-0.45979,0.64056
81,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
81,mask_work,-0.39350,0.02070,-0.45519,-0.49942,-0.33524,0.85105
81,mask_home,-0.30571,-0.32836,-0.22243,-0.49875,-0.38532,0.80497
81,mask_conference,-0.12880,0.05912,-0.21498,-0.36479,-0.45981,0.64094
82,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
82,mask_work,-0.39264,0.02083,-0.45477,-0.49946,-0.33560,0.85059
82,mask_home,-0.30667,-0.32819,-0.22358,-0.49885,-0.38480,0.80540
82,mask_conference,-0.12878,0.05775,-0.21501,-0.36570,-0.45983,0.64135
83,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
83,mask_work,-0.39191,0.02091,-0.45441,-0.49951,-0.33591,0.85021
83,mask_home,-0.30756,-0.32805,-0.22464,-0.49894,-0.38431,0.80579
83,mask_conference,-0.12886,0.05635,-0.21507,-0.36665,-0.45983,0.64180
84,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
84,mask_work,-0.39123,0.02101,-0.45406,-0.49955,-0.33621,0.84986
84,mask_home,-0.30848,-0.32785,-0.22569,-0.49903,-0.38378,0.80617
84,mask_conference,-0.12894,0.05496,-0.21510,-0.36758,-0.45983,0.64224
85,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
85,mask_work,-0.39062,0.02111,-0.45375,-0.49958,-0.33648,0.84954
85,mask_home,-0.30932,-0.32769,-0.22669,-0.49910,-0.38331,0.80652
85,mask_conference,-0.12891,0.05371,-0.21507,-0.36837,-0.45986,0.64259
86,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
86,mask_work,-0.39011,0.02117,-0.45349,-0.49962,-0.33672,0.84928
